popularity;acousticness;danceability;duration_ms;energy;instrumentalness;key;liveness;loudness;mode;speechiness;valence;music_genre
2;0.92;0.563;289698;0.587;0.00000283;9;0.705;-8.056;1;0.939;0.583;Jazz
42;0.823;0.392999999999999;465200;0.183;0.116999999999999;6;0.106;-15.203;0;0.035;0.139;Jazz
44;0.762;0.539;344693;0.11;0.000056;3;0.109;-17.894;0;0.0448;0.188;Jazz
37;0.0019199999999999;0.457;391960;0.943;0.74;7;0.102;-4.381;0;0.0396;0.0346;Jazz
30;0.716;0.784;280505;0.462;0.832;7;0.108;-11.076;1;0.0404;0.833;Jazz
55;0.724;0.571;128400;0.634;0;7;0.0864;-9.155;0;0.0537;0.805;Jazz
46;0.839;0.377999999999999;402587;0.26;0.0304;0;0.715;-13.814;1;0.0363;0.166;Jazz
48;0.111;0.782999999999999;246755;0.457;0.00469;6;0.142;-10.976;1;0.18;0.755999999999999;Jazz
56;0.875;0.734;-1;0.203;0.000124;9;0.0902;-13.658;1;0.0457;0.519;Jazz
40;0.862;0.642;351827;0.179;0.00748;3;0.0912;-13.597;0;0.0495;0.534;Jazz
47;0.376;0.734;-1;0.589;0.0268;0;0.119;-7.664;0;0.0306;0.614;Jazz
36;0.143;0.537;305120;0.621;0.00000161;6;0.0962;-8.606;1;0.0408;0.777;Jazz
42;0.693;0.768;296320;0.429;0.0013;5;0.100999999999999;-9.802;0;0.0514;0.389;Jazz
41;0.635;0.384;303800;0.418;0.000754;1;0.0773;-14.634;1;0.0481;0.616;Jazz
42;0.025;0.743;369600;0.704;0.0101;2;0.699;-9.826;1;0.0346;0.812;Jazz
45;0.373;0.515;247760;0.405;0;1;0.106;-12.275;0;0.0328;0.49;Jazz
55;0.0014;0.812;169987;0.583;0.925;1;0.136999999999999;-7.147;0;0.0401;0.46;Jazz
49;0.752;0.55;188467;0.267;0.245;0;0.113;-16.761;0;0.0515;0.513;Jazz
35;0.992;0.441;-1;0.179;0.904;1;0.084;-17.097;0;0.0424;0.104;Jazz
34;0.949;0.547999999999999;188667;0.24;0.477;9;0.157;-12.949;0;0.0583;0.515;Jazz
51;0.578;0.752;364520;0.498;0.195;9;0.151;-10.805;1;0.0303;0.351;Jazz
40;0.609;0.675999999999999;393507;0.427;0.0000288;5;0.942;-9.895;1;0.0869;0.728;Jazz
49;0.694;0.614;237573;0.615;0.0289;3;0.093;-7.678;0;0.0262;0.51;Jazz
53;0.0758;0.893;167920;0.498;0.0000633;9;0.0635;-7.006;0;0.276;0.772;Jazz
49;0.00231;0.585;368188;0.871;0.019;0;0.0291;-7.041;0;0.0529;0.235;Jazz
37;0.827;0.754;235267;0.304;0.647;5;0.0943;-20.6;0;0.0633;0.797999999999999;Jazz
58;0.777;0.660999999999999;303400;0.61;0;10;0.0475;-9.824;1;0.0707;0.452;Jazz
46;0.828;0.571;480000;0.293;0.179;3;0.111999999999999;-11.914;0;0.0385;0.23;Jazz
34;0.989;0.709;172994;0.424;0.815;0;0.138;-11.316;1;0.0743;0.851;Jazz
29;0.0111;0.524;278677;0.653;0.913;8;0.0699;-11.019;0;0.0382;0.0828;Jazz
0;0.849;0.5;290467;0.0978;0.442;1;0.109;-18.634;0;0.0424;0.319;Jazz
35;0.327;0.713;294533;0.49;0.775;3;0.0661;-12.04;0;0.0379;0.614;Jazz
42;0.26;0.4;296387;0.29;0.0242;8;0.116999999999999;-13.161;0;0.0415;0.0753;Jazz
48;0.00915;0.617;272413;0.949;0.0386;5;0.163;-5.899;1;0.115999999999999;0.815;Jazz
45;0.271;0.814;-1;0.75;0.104;7;0.12;-7.364;0;0.0725;0.938;Jazz
34;0.895999999999999;0.455;210907;0.106;0.00722;3;0.0966;-11.58;1;0.0537;0.212;Jazz
32;0.0922;0.715;290853;0.705;0.537999999999999;4;0.0984;-5.573;0;0.036;0.254;Jazz
51;0.861;0.535;-1;0.177;0.00000197;4;0.11;-11.311;1;0.0384;0.403999999999999;Jazz
47;0.0289999999999999;0.625;440093;0.91;0.825;9;0.0948;-9.531;1;0.0345;0.747;Jazz
30;0.132;0.708;336853;0.752;0.366;4;0.0552;-6.46299999999999;0;0.0323;0.874;Jazz
51;0.335;0.693;222305;0.721;0.0000548999999999999;3;0.107;-8.019;1;0.129;0.639;Jazz
46;0.0204;0.152;320967;0.44;0.0005679999999999;2;0.136999999999999;-7.281;0;0.0305;0.118;Jazz
36;0.638;0.396;314800;0.38;0.836;6;0.111;-12.908;0;0.0429;0.618;Jazz
41;0.472;0.775999999999999;178588;0.4;0.0554;0;0.129;-9.675;1;0.193;0.431;Jazz
62;0.111999999999999;0.795;250133;0.6;0.000171;5;0.111;-14.004;1;0.341;0.633;Jazz
44;0.51;0.442999999999999;283693;0.33;0;10;0.0999;-14.895;1;0.171;0.699;Jazz
32;0.000637;0.729;220752;0.659;0.479;7;0.118;-5.363;0;0.0329;0.311;Jazz
64;0.86;0.281;162893;0.212;0.0000773;8;0.119;-15.513;1;0.031;0.195;Jazz
38;0.397;0.576;240031;0.716;0;9;0.0923;-5.205;1;0.318;0.308;Jazz
32;0.418;0.39;225307;0.457999999999999;0.878;8;0.11;-13.012;0;0.0363;0.807;Jazz
45;0.927;0.37;164400;0.275;0;1;0.106;-11.235;1;0.0289999999999999;0.308;Jazz
47;0.0792;0.73;263533;0.542999999999999;0.558999999999999;2;0.11;-8.418;0;0.0638;0.795999999999999;Jazz
58;0.755;0.805;-1;0.337;0.00779;8;0.11;-12.664;1;0.0362;0.643;Jazz
41;0.0169;0.784;328360;0.607;0.882;1;0.100999999999999;-7.59399999999999;0;0.0528;0.326;Jazz
37;0.0253;0.636;382573;0.361;0.0935;9;0.241;-17.511;1;0.0428;0.504;Jazz
53;0.0444;0.741;266253;0.571;0.153;5;0.0813;-8.69;1;0.0308;0.695;Jazz
29;0.859;0.615;264493;0.713;0.829;9;0.145;-10.64;1;0.0268;0.485;Jazz
52;0.278;0.479;331800;0.318;0.0959;3;0.107;-13.836;1;0.0395;0.575;Jazz
44;0.689;0.523;338387;0.304;0.0242;11;0.106;-12.081;1;0.0333;0.114;Jazz
47;0.762;0.585;209813;0.495;0.0004269999999999;3;0.0799;-10.737;0;0.0367;0.54;Jazz
34;0.0368;0.71;320997;0.961;0.675999999999999;8;0.188;-5.616;0;0.211;0.353;Jazz
38;0.000491;0.585;224520;0.883;0.0575;7;0.252;-4.96899999999999;0;0.0294;0.934;Jazz
48;0.853;0.655;183027;0.134;0.0568;3;0.0412;-15.836;1;0.0621;0.444;Jazz
30;0.987;0.389;-1;0.127;0.0245;6;0.447;-14.639;0;0.0408;0.352;Jazz
48;0.196999999999999;0.795999999999999;211973;0.514;0.0505;7;0.298;-8.419;0;0.0634;0.961;Jazz
38;0.723;0.364;322938;0.256;0.937;3;0.1;-10.698;1;0.0308;0.162;Jazz
35;0.89;0.512;313440;0.225;0.601;1;0.0945;-15.488;1;0.0344;0.198999999999999;Jazz
37;0.175;0.61;312373;0.647;0.926;3;0.0421;-15.759;1;0.0378;0.889;Jazz
28;0.000958;0.534;215666;0.942;0.774;4;0.426;-5.089;1;0.0533;0.884;Jazz
33;0.941;0.794;87745;0.568;0.442999999999999;4;0.216;-6.526;0;0.0985;0.366;Jazz
37;0.585;0.551;460760;0.482;0.928;9;0.109;-13.579;1;0.0305;0.393999999999999;Jazz
52;0.957;0.532;190093;0.121;0;9;0.124;-14.874;0;0.0509;0.452999999999999;Jazz
47;0.971;0.45;289693;0.0437;0.88;1;0.0948;-29.46;1;0.0374;0.0988;Jazz
56;0.951;0.332999999999999;284880;0.0794;0.00389;9;0.0911;-17.612;1;0.0363;0.0568;Jazz
31;0.831;0.572;463343;0.516;0.000552;10;0.088;-9.143;1;0.0289;0.597;Jazz
38;0.939;0.247;149920;0.109;0.0575;2;0.135;-20.047;1;0.0339;0.276;Jazz
41;0.0172;0.461;82474;0.255;0.572;9;0.0967;-8.256;0;0.0492;0.848;Jazz
44;0.99;0.26;343280;0.203;0.944;9;0.134;-12.231;0;0.0353;0.064;Jazz
59;0.432;0.593;199293;0.532;0.837;2;0.118;-8.338;1;0.0415;0.695;Jazz
52;0.809;0.558999999999999;186027;0.47;0;8;0.0933;-6.593;1;0.0524;0.601;Jazz
46;0.0318;0.637;216800;0.884;0.00000344;7;0.0677;-6.96;1;0.0664;0.527;Jazz
47;0.983;0.478;499533;0.0077599999999999;0.78;1;0.105;-24.986;1;0.0614;0.215;Jazz
35;0.0307;0.789;347947;0.342999999999999;0.864;4;0.0874;-16.748;1;0.0584;0.563;Jazz
44;0.908;0.506;198107;0.18;0.00000235;3;0.0652;-12.184;1;0.0443;0.665;Jazz
47;0.102;0.701;291733;0.557;0.865;0;0.163999999999999;-8.816;1;0.0291;0.586;Jazz
37;0.987;0.565;174867;0.0976;0.0000692999999999999;10;0.155;-16.235;1;0.0442;0.266;Jazz
25;0.43;0.664;148259;0.518;0.714;1;0.296;-7.352;0;0.305;0.660999999999999;Jazz
38;0.245;0.762;202314;0.953;0.251;7;0.721;-6.666;0;0.313;0.758;Jazz
46;0.968;0.337999999999999;167467;0.184;0.000194;10;0.121;-15.015;1;0.0347;0.293;Jazz
26;0.111;0.702;256373;0.552999999999999;0.103;7;0.0543;-8.431;0;0.045;0.890999999999999;Jazz
51;0.26;0.601;150413;0.493;0;7;0.249;-5.336;0;0.0425;0.578;Jazz
37;0.573;0.488;-1;0.292;0;7;0.655999999999999;-13.146;0;0.0525;0.358;Jazz
56;0.0426;0.77;-1;0.29;0.833;10;0.107;-13.798;1;0.0791;0.52;Jazz
32;0.492;0.553999999999999;256360;0.5;0;0;0.313;-7.374;1;0.0271;0.245;Jazz
44;0.924;0.442;244786;0.2;0.895999999999999;3;0.257;-18.981;0;0.0396;0.228;Jazz
34;0.424;0.467999999999999;250360;0.617;0;5;0.151;-8.849;1;0.0288;0.303;Jazz
37;0.626;0.348;228000;0.421;0.417;6;0.0804;-11.813;0;0.0551;0.415;Jazz
38;0.670999999999999;0.621;282547;0.289;0.000534;3;0.108;-9.704;0;0.0286;0.371;Jazz
45;0.66;0.486;246587;0.542;0.0000249;5;0.426;-7.473;1;0.0282;0.366;Jazz
46;0.381;0.81;216373;0.799;0;8;0.312;-6.535;1;0.26;0.936;Jazz
38;0.733;0.631;432413;0.613;0.0000287;7;0.095;-5.29299999999999;1;0.046;0.802;Jazz
52;0.0642;0.426;393053;0.754;0.765;6;0.701;-9.125;0;0.074;0.228;Jazz
43;0.775;0.476;113348;0.451;0.894;10;0.102;-14.169;1;0.289;0.254;Jazz
40;0.9;0.113;182107;0.2;0.00118;2;0.149;-13.735;1;0.033;0.116999999999999;Jazz
59;0.784;0.755;151562;0.235;0.889;10;0.0806;-8.505;0;0.741;0.758;Jazz
41;0.614;0.907;-1;0.466;0.00000243;4;0.0517;-7.966;1;0.312;0.548999999999999;Jazz
31;0.725;0.650999999999999;183560;0.0867;0.0000654;7;0.168999999999999;-18.882;1;0.048;0.54;Jazz
39;0.0323;0.596;211868;0.446;0.763;7;0.146;-9.915;1;0.0376;0.592;Jazz
42;0.725;0.583;217373;0.376;0.251;8;0.0642;-10.914;1;0.0433;0.614;Jazz
40;0.898;0.458999999999999;221133;0.109;0.00000475;3;0.129;-12.55;1;0.0331;0.247;Jazz
36;0.985;0.447999999999999;310270;0.0325;0.933;1;0.0921;-28.362;0;0.0342;0.0797;Jazz
43;0.29;0.734;216664;0.552999999999999;0.775;0;0.118;-10.079;0;0.0594;0.336;Jazz
55;0.804;0.457;-1;0.245;0.0255;6;0.0719;-11.878;0;0.0662;0.391;Jazz
39;0.67;0.548999999999999;301773;0.359;0.0000034;11;0.0996;-10.967;0;0.0281;0.278;Jazz
34;0.75;0.627;183053;0.203;0.0000399;3;0.203;-12.268;0;0.102;0.384;Jazz
36;0.0143;0.669;402733;0.83;0.894;1;0.114;-5.182;0;0.0337;0.462999999999999;Jazz
2;0.107;0.800999999999999;-1;0.659;0.948;2;0.114;-12.267;1;0.168;0.822;Jazz
30;0.0236;0.664;217827;0.76;0.000112;0;0.328999999999999;-5.899;1;0.0272;0.32;Jazz
37;0.936;0.365;249960;0.122;0.00000179;10;0.108;-14.432;1;0.0391;0.114;Jazz
49;0.0481;0.74;184000;0.708;0.000106;4;0.153;-6.91799999999999;1;0.241;0.767;Jazz
43;0.47;0.643;315253;0.444;0.892;1;0.084;-13.414;0;0.0235;0.511;Jazz
30;0.74;0.701;266240;0.547;0.0000662;11;0.0714;-12.254;0;0.0383;0.906;Jazz
36;0.648;0.741;121827;0.439;0.0139999999999999;0;0.0671;-11.809;0;0.111;0.249;Jazz
49;0.951;0.293;271773;0.143;0.0226;8;0.106;-16.739;1;0.0351;0.141;Jazz
35;0.123;0.647;-1;0.492;0.461;2;0.0566;-12.331;0;0.0652;0.83;Jazz
33;0.11;0.317;-1;0.587;0.00611;5;0.247;-8.561;0;0.0311;0.424;Jazz
41;0.96;0.432;249960;0.0224;0.932;3;0.104;-28.211;1;0.0431;0.205;Jazz
41;0.534;0.585;-1;0.7;0.0000103;7;0.282;-7.064;0;0.0422;0.654;Jazz
45;0.196;0.704;108000;0.235;0.54;2;0.313;-12.296;0;0.163999999999999;0.504;Jazz
37;0.479;0.622;191107;0.667;0.00000533;7;0.47;-10.42;0;0.175;0.927;Jazz
35;0.927;0.346;240120;0.051;0.00013;9;0.111;-17.526;1;0.037;0.128;Jazz
55;0.572;0.698;-1;0.278;0.0233;7;0.105;-15.425;1;0.0508;0.77;Jazz
46;0.75;0.792999999999999;310747;0.537;0.419;1;0.104;-7.22;0;0.0451;0.902;Jazz
47;0.875999999999999;0.632;150507;0.33;0.00000819;0;0.106;-10.939;0;0.0328;0.805;Jazz
38;0.275;0.57;242338;0.669;0.00875;1;0.106;-7.741;0;0.0757;0.359;Jazz
43;0.123;0.633;308640;0.649;0.509;6;0.0732;-7.32299999999999;0;0.0383;0.488;Jazz
34;0.643;0.495;212307;0.591;0.882;3;0.114;-8.619;0;0.0365;0.244;Jazz
58;0.365;0.805;-1;0.506;0.679;1;0.131;-11.665;0;0.231;0.249;Jazz
35;0.0843;0.734;233593;0.839;0;4;0.187;-4.999;1;0.265;0.566;Jazz
44;0.119;0.458999999999999;525293;0.707;0.0144;9;0.452;-9.842;1;0.0559999999999999;0.702;Jazz
39;0.874;0.402;606180;0.632;0.387999999999999;5;0.72;-11.117;1;0.0372;0.503;Jazz
46;0.00114;0.397999999999999;191213;0.91;0.837;5;0.0982;-6.157;1;0.0429;0.327999999999999;Jazz
35;0.868;0.719;-1;0.079;0;3;0.177;-21.057;1;0.0517;0.594;Jazz
40;0.929;0.547999999999999;125240;0.346;0;1;0.103;-15.316;1;0.0702;0.936;Jazz
36;0.797;0.28;189187;0.242;0.0000134;10;0.205;-13.646;1;0.0304;0.208;Jazz
35;0.00106;0.25;218453;0.89;0.154;5;0.102;-6.851;1;0.0857;0.0616;Jazz
37;0.273;0.284;278973;0.659;0.0078099999999999;11;0.552;-10.887;1;0.0875;0.488;Jazz
55;0.163;0.745;152986;0.297;0.696;8;0.163999999999999;-11.217;0;0.0578;0.687;Jazz
33;0.914;0.734;211787;0.247;0.845;7;0.15;-17.583;0;0.0327;0.447;Jazz
54;0.971;0.353;423493;0.111999999999999;0;7;0.0961;-16.495;1;0.043;0.296;Jazz
27;0.158;0.71;275840;0.299;0.397999999999999;10;0.0643;-18.717;1;0.052;0.626;Jazz
36;0.834;0.384;-1;0.183;0.00709;1;0.864;-19.034;1;0.0486;0.608;Jazz
39;0.755;0.738;357827;0.326;0.888;8;0.115999999999999;-12.943;1;0.0917;0.485;Jazz
1;0.672999999999999;0.589;245369;0.479;0.136999999999999;3;0.871;-10.966;1;0.247;0.523;Jazz
38;0.000178;0.68;265179;0.846;0.0131;1;0.0929;-4.465;0;0.0396;0.124;Jazz
37;0.421;0.813;-1;0.699;0.00000203;10;0.252;-7.699;1;0.0465;0.937;Jazz
51;0.573;0.622;221320;0.799;0;2;0.346;-4.61;0;0.203;0.842;Jazz
34;0.964;0.218999999999999;316867;0.0724;0.962;11;0.115999999999999;-18.69;0;0.037;0.205;Jazz
0;0.919;0.201999999999999;-1;0.188;0.0000345;9;0.103;-8.651;1;0.0367;0.12;Jazz
40;0.809;0.655;255627;0.245;0.384;0;0.178;-13.662;0;0.0469;0.5;Jazz
40;0.00307;0.672;197000;0.347;0.198;7;0.281;-15.645;0;0.0489;0.85;Jazz
44;0.0447;0.528;351400;0.46;0.00885;8;0.0795;-17.0359999999999;0;0.0337;0.637;Jazz
28;0.946;0.432;288933;0.0701;0.872;7;0.115999999999999;-17.093;0;0.0507;0.249;Jazz
58;0.114;0.887;217467;0.419;0.268;1;0.129;-10.961;0;0.353;0.576;Jazz
42;0.519;0.276999999999999;323947;0.501;0.609;0;0.124;-11.95;0;0.0374;0.342999999999999;Jazz
44;0.52;0.804;-1;0.823;0.000542;9;0.0686;-4.909;0;0.0599;0.901;Jazz
33;0.62;0.6;301440;0.298;0.0000155;1;0.0633;-14.88;1;0.0459;0.665;Jazz
64;0.872;0.49;278293;0.121;0.0808;7;0.122;-18.532;1;0.0289999999999999;0.256;Jazz
44;0.31;0.358;356533;0.595;0.863;8;0.0994;-10.593;0;0.0373;0.524;Jazz
52;0.0657;0.74;214113;0.762;0;7;0.182;-5.172;0;0.158;0.829;Jazz
48;0.111;0.412;337733;0.657;0.0000883;8;0.15;-11.78;1;0.0887;0.742;Jazz
40;0.859;0.527;154973;0.544;0.0901;6;0.375;-8.059;0;0.345;0.405;Jazz
48;0.0136;0.701;300227;0.836;0.0000813;5;0.196999999999999;-7.24299999999999;1;0.0337;0.812;Jazz
49;0.643;0.845;278773;0.687;0.0151;7;0.104;-9.411;0;0.03;0.861;Jazz
45;0.908;0.701;136720;0.391;0.640999999999999;8;0.387;-16.281;1;0.0858;0.467999999999999;Jazz
63;0.963;0.581;149827;0.0543;0.000274;3;0.0968;-14.595;1;0.0466;0.175;Jazz
36;0.103;0.534;222945;0.897;0.737;6;0.0819999999999999;-5.443;1;0.0483;0.856;Jazz
32;0.983;0.361;205840;0.0618;0.927;6;0.103;-21.357;1;0.0372;0.149;Jazz
33;0.624;0.502;189253;0.481;0.00000132;3;0.151;-9.307;1;0.0795;0.377999999999999;Jazz
51;0.659;0.74;278347;0.447;0.0001189999999999;9;0.225;-13.286;0;0.114;0.778;Jazz
41;0.547999999999999;0.522;193427;0.402999999999999;0.0000336;4;0.309;-9.93;1;0.0309;0.755;Jazz
40;0.847;0.604;157383;0.484;0.000792;5;0.124;-8.73;1;0.363;0.662;Jazz
37;0.892;0.453999999999999;282067;0.275;0.00117;6;0.0968;-14.319;0;0.0459;0.414;Jazz
40;0.965;0.594;197827;0.173;0.004;9;0.116999999999999;-15.143;1;0.0381;0.218999999999999;Jazz
44;0.553999999999999;0.542;422133;0.437999999999999;0.764;9;0.122;-16.024;1;0.163999999999999;0.358;Jazz
33;0.348;0.706;174293;0.664;0.902;9;0.134;-6.297;1;0.0539;0.863;Jazz
35;0.869;0.5;-1;0.162;0.168999999999999;7;0.118;-12.185;0;0.0398;0.361;Jazz
49;0.51;0.56;-1;0.767;0;2;0.103;-9.825;0;0.191;0.961;Jazz
49;0.867;0.442;305760;0.345;0.0352;3;0.251;-12.276;1;0.276;0.342;Jazz
44;0.11;0.508;299653;0.585;0.00499;6;0.36;-8.156;0;0.0921;0.568;Jazz
32;0.986;0.402999999999999;334067;0.077;0.0115;10;0.115999999999999;-16.47;1;0.0366;0.1;Jazz
45;0.665999999999999;0.667;312040;0.75;0.000137;7;0.332;-5.581;0;0.0374;0.967;Jazz
52;0.777;0.492;152387;0.358;0;10;0.0975;-10.387;1;0.0428;0.217;Jazz
61;0.92;0.203;160933;0.295;0.00000205;11;0.173;-11.155;1;0.0323;0.285;Jazz
36;0.0000985;0.295;513560;0.874;0.0266;11;0.173;-7.05399999999999;0;0.0578;0.159;Jazz
38;0.98;0.223999999999999;186707;0.0937;0.784;1;0.107;-15.6409999999999;1;0.0343;0.0998;Jazz
36;0.557;0.522;182987;0.488;0.0000103;7;0.159;-5.477;0;0.0293;0.674;Jazz
52;0.0497;0.677;85449;0.211;0.898;5;0.0993;-12.762;1;0.0335;0.562;Jazz
54;0.670999999999999;0.599;141750;0.4;0.95;2;0.11;-9.726;0;0.0698;0.412;Jazz
36;0.973;0.828;186893;0.392999999999999;0.893;2;0.0983;-13.505;0;0.0495;0.895;Jazz
52;0.119;0.733;-1;0.67;0;1;0.442;-3.532;0;0.132;0.763;Jazz
48;0.535;0.546;291173;0.362;0.0000404;9;0.176;-13.509;1;0.0321;0.47;Jazz
35;0.805999999999999;0.706;90353;0.188;0.953;4;0.113;-15.427;0;0.0726;0.263;Jazz
43;0.557;0.483;240920;0.765;0.0000102;6;0.0998;-7.165;0;0.0581;0.506;Jazz
41;0.953;0.729;181533;0.177;0.000105;3;0.418;-13.707;1;0.0404;0.563;Jazz
37;0.424;0.631;420693;0.261;0.000066;7;0.184;-10.988;0;0.0424;0.58;Jazz
40;0.0633;0.51;176760;0.575;0.982;0;0.0523;-13.039;0;0.036;0.653;Jazz
40;0.00172;0.628;256000;0.642;0.93;4;0.349;-13.539;1;0.0378;0.218;Jazz
61;0.989;0.427;241200;0.0445;0.902;10;0.111999999999999;-18.994;1;0.0381;0.153;Jazz
53;0.49;0.518;289577;0.436;0.491;2;0.228;-12.0959999999999;1;0.0313;0.291;Jazz
35;0.237;0.337999999999999;-1;0.44;0;7;0.355;-14.78;0;0.0423;0.707;Jazz
46;0.829;0.441;74312;0.456;0.0002189999999999;6;0.144;-13.291;1;0.413;0.338999999999999;Jazz
44;0.885;0.292;441459;0.248;0.848;2;0.115999999999999;-13.218;0;0.0419;0.143;Jazz
37;0.471;0.774;82963;0.163;0.836;5;0.119;-13.423;1;0.0839;0.48;Jazz
41;0.0354;0.733;328359;0.908;0.00000606;5;0.278;-4.31;1;0.0737;0.72;Jazz
58;0.926;0.446;-1;0.22;0.912;11;0.11;-17.385;1;0.0362;0.226999999999999;Jazz
36;0.915;0.642;157227;0.408;0.188;4;0.124;-14.493;1;0.0346;0.962;Jazz
37;0.0159;0.417;356453;0.787;0.000552;6;0.157;-6.986;0;0.068;0.218;Jazz
41;0.0138;0.597;349760;0.478;0.000148;4;0.155;-9.75;1;0.04;0.387;Jazz
39;0.396;0.598;-1;0.368;0.0161;10;0.108;-10.48;1;0.0362;0.643;Jazz
48;0.81;0.529;315267;0.0971;0.0056799999999999;1;0.128;-17.381;0;0.0477;0.315;Jazz
37;0.333999999999999;0.779;242154;0.411;0.02;2;0.0443;-8.479;1;0.0484;0.662999999999999;Jazz
34;0.326;0.702;249462;0.509;0.577;3;0.0715;-9.157;1;0.0525;0.607;Jazz
32;0.982;0.469;-1;0.0733;0.94;9;0.125;-17.436;0;0.0462;0.0616;Jazz
43;0.3;0.52;-1;0.531;0.000386;4;0.701;-9.397;1;0.0746;0.657;Jazz
43;0.532;0.406;480533;0.85;0.000234;0;0.875999999999999;-6.428;0;0.0671;0.51;Jazz
38;0.848;0.478;310760;0.108;0;11;0.129;-16.016;1;0.0655;0.273999999999999;Jazz
31;0.988;0.546;185400;0.178;0.0000011;7;0.123;-11.737;1;0.0661;0.595;Jazz
37;0.768;0.735;293520;0.497;0.0293;7;0.127;-8.525;1;0.0442;0.780999999999999;Jazz
43;0.289;0.579;93733;0.289;0.402999999999999;7;0.126;-16.43;1;0.148;0.071;Jazz
4;0.56;0.437;121368;0.662999999999999;0.491;8;0.132;-7.604;0;0.32;0.650999999999999;Jazz
61;0.805999999999999;0.26;161640;0.49;0;11;0.336;-9.121;0;0.0415;0.398999999999999;Jazz
48;0.265;0.626;276507;0.455;0.895;4;0.0653;-13.305;1;0.0319;0.724;Jazz
49;0.0913;0.868;238893;0.424;0.000152;9;0.161;-14.047;1;0.328999999999999;0.755;Jazz
46;0.0171;0.578;279081;0.677999999999999;0.28;2;0.183;-6.522;0;0.0323;0.458999999999999;Jazz
49;0.397999999999999;0.662999999999999;180862;0.522;0.935;4;0.0833;-16.3409999999999;0;0.0501;0.473;Jazz
40;0.012;0.614;158069;0.573;0.679;11;0.0795;-5.165;1;0.0557;0.667;Jazz
36;0.508;0.662999999999999;268293;0.54;0.0139;2;0.064;-8.591;0;0.0933;0.746;Jazz
40;0.0014199999999999;0.434;278898;0.71;0.0022199999999999;7;0.174;-4.425;0;0.0292;0.699;Jazz
53;0.436;0.837;344627;0.649;0;7;0.0856;-7.36;0;0.0529;0.875;Jazz
46;0.252;0.789;378013;0.727;0.0000104;3;0.0676;-9.011;1;0.0578;0.961;Jazz
44;0.451;0.947;193635;0.445;0.819;4;0.131;-8.043;1;0.0445;0.861;Jazz
54;0.579;0.657;124932;0.389;0.267;4;0.124;-10.452;1;0.0753;0.32;Jazz
32;0.706;0.864;260134;0.462999999999999;0.838;7;0.114;-10.465;0;0.0428;0.592;Jazz
33;0.992;0.379;274013;0.265;0.905;9;0.15;-13.157;0;0.0387;0.364;Jazz
38;0.0813;0.709;123867;0.909;0.855;4;0.149;-7.8;1;0.118;0.704;Jazz
38;0.955;0.492;239267;0.133;0.65;3;0.393999999999999;-14.821;1;0.0548;0.426;Jazz
46;0.059;0.77;310453;0.665;0.422;4;0.263;-12.146;1;0.0902;0.902;Jazz
34;0.469;0.337;414933;0.421;0.000148;8;0.17;-16.683;0;0.0489;0.425;Jazz
34;0.511;0.612;-1;0.565;0.0000139;7;0.0779;-12.146;1;0.0396;0.782999999999999;Jazz
61;0.662999999999999;0.505;188467;0.155;0;1;0.100999999999999;-12.959;1;0.0336;0.462999999999999;Jazz
38;0.0336;0.732;110562;0.46;0.823;11;0.105;-6.888;0;0.0485;0.879;Jazz
37;0.680999999999999;0.493;350573;0.677;0.845;9;0.0876;-10.906;1;0.0498;0.168;Jazz
31;0.784;0.462999999999999;182400;0.44;0.818;11;0.114;-8.94399999999999;1;0.068;0.834;Jazz
29;0.163;0.355;361613;0.7;0.00000263;1;0.0777;-10.449;0;0.0381;0.558999999999999;Jazz
31;0.969;0.569;268960;0.0705;0.892;7;0.111999999999999;-23.037;0;0.0539;0.387999999999999;Jazz
37;0.208;0.785;214987;0.692;0.73;9;0.0672;-5.619;1;0.0321;0.71;Jazz
36;0.00869;0.726;138384;0.736;0;1;0.143;-4.707;0;0.105;0.953;Jazz
55;0.582;0.63;225187;0.539;0.0000918;7;0.639;-7.67299999999999;1;0.039;0.563;Jazz
36;0.0526;0.755999999999999;224733;0.7;0.866;1;0.286;-7.6;0;0.0384;0.703;Jazz
40;0.089;0.696;391510;0.583;0.760999999999999;2;0.107;-8.138;0;0.0854;0.66;Jazz
53;0.579;0.802999999999999;330440;0.335;0.0128;10;0.0849;-13.331;1;0.0451;0.785999999999999;Jazz
38;0.168999999999999;0.478;-1;0.735;0.883;3;0.699;-11.986;1;0.0485;0.784;Jazz
37;0.245;0.734;194876;0.434;0.918;10;0.0933;-9.606;1;0.0412;0.449;Jazz
49;0.853;0.64;162720;0.331;0.0057799999999999;3;0.121;-10.263;0;0.0297;0.157;Jazz
38;0.381;0.629;346600;0.546;0.0034;5;0.115999999999999;-11.656;0;0.0273;0.281;Jazz
37;0.72;0.615;203707;0.57;0.0396;7;0.211;-7.539;1;0.0374;0.812;Jazz
64;0.257;0.738;350055;0.512;0.879;7;0.0824;-12.924;0;0.0668;0.0867;Jazz
39;0.342;0.531;223245;0.501;0.904;10;0.111999999999999;-8.612;0;0.0289999999999999;0.488;Jazz
50;0.376;0.374;233000;0.345;0.000034;0;0.0534;-10.654;1;0.0344;0.552;Jazz
37;0.612;0.687;92830;0.182;0.869;4;0.136;-14.25;1;0.326;0.792999999999999;Jazz
35;0.953;0.271;370627;0.135;0.146;3;0.114;-15.307;1;0.0345;0.0394;Jazz
